District,No. of colleges,Trade Count,No of ITI,Ph.D,M.Phil,Post Graduate,Under Graduate,PG Diploma,Diploma,Certificate,Integrated,Total Number of Schools,Total Poulation,Sexratio,Decadal Growth Rate,Overall Literacy,Female Literacy,Primary Enrollment,Primary with Upper Primary Enrollment,Primary with Upper Primary sec/higher sec. Enrollment,Upper Primary Only Enrollment,Upper Primary with sec./higher sec. Enrollment,number of Industry total,Business Services,Manufacturing (Food stuffs),Real Estate and Renting,Trading,"Community, personal & Social Services",Agriculture and Allied Activities,Construction,Manufacturing (Textiles),"Transport, storage and Communications","Electricity, Gas & Water companies","Manufacturing (Paper & Paper products, Publishing, printing and reproduction of recorded media)",Manufacturing (Machinery & Equipments),Manufacturing (Others),Finance,"Manufacturing (Metals & Chemicals, and products thereof)",Manufacturing (Leather & products thereof),Mining & Quarrying,Manufacturing (Wood Products),Insurance,"Manufacturing (Paper & Paper products, Publishing, PRIVnting and reproduction of recorded media)",Total population,Population Age(15-21),Population (15-24) Absolute,Population (5-14) Absolute,Population Total male,Population Total female,Population Hindu,Population Muslim,Population christian,Population Sikh,Population Jain,Population other,Total Households,Total Rural Household,Total Urban Household,Number Normal Rural,Number Normal Urban,Institutional Rural,Institutional Urban,Houseless Rural,Houseless Urban,Houseless with Shelter Urban,Houseless without Shelter Urban,Total Population,No of Population Having Highest Education Level of Illitrate,No of Population Having Highest Education Level of Llitrate But Below Primary,No of Population Having Highest Education Level of Primary,No of Population Having Highest Education Level of Middle,No of Population Having Highest Education Level of Secondary,No of Population Having Highest Education Level of Higher Secondary,No of Population Having Highest Education Level of Graduate Or Higher,Not In Labour Force,Employed,Unemployed,Primary Teacher,Primary with Upper Primary Teacher,Primary with Upper Primary sec/higher sec. Teacher,Upper Primary Only Teacher,Upper Primary with sec./higher sec. Teacher
472,0.025682182985553772,0.03496503496503497,0.006825938566552901,0.009213879631444814,0.0,0.011567251767037897,0.02980543972008955,0.0,0.017652925531914894,0.0,0.03490435811477026,0.12424849699398798,0.047958277535354664,0.5909797822706065,0.587734425522742,0.4533289817232376,0.3407429509174997,0.01568493176084342,0.04375235662591984,0.06137003966863375,0.0028634134631871336,0.004850894247603571,0.0005892241550667598,0.00059979165132112,0.0019298809906722419,0.0,0.00018662871882717182,0.0028240989779451317,0.0032955715756951597,0.0012492192379762648,0.0,0.00024334847501622324,0.007064868336544637,0.0032653061224489797,0.0,0.003699421965317919,0.0004154549231408392,0.000995990499782925,0.01084010840108401,0.0,0.0,0.0,0.0,0.0470691934133043,0.0517149665573351,0.04868464223921218,0.05286546146527117,0.04685666193688435,0.047309400264519526,0.00045944190443263804,0.11359609103221181,0.0007268006747146286,0.005064384822408441,0.0,1.9030219989343076e-05,0.037384013323970115,0.05320813351546168,0.006440905653326129,0.05319439088848552,0.00644195846673669,0.008036511558686378,0.0010136847440446021,0.006697819314641745,0.0011757789535567313,0.0012706480304955528,0.0,0.049086071972817044,0.06186378451477261,0.030835226477041094,0.034692656677983394,0.05682611105076433,0.06623490497009718,0.06385766846429111,0.027467912659663113,0.02193639398837164,0.037563896724195925,0.03434676563307513,0.046291467768462435,0.12063144447486085,0.07326572604350381,0.009181532004197272,0.02032348208993141
272,0.008025682182985553,0.026223776223776224,0.006825938566552901,0.0,0.0,0.00036514436243186146,0.009619756550657988,0.0,0.002327127659574468,0.0,0.0,0.1907565130260521,0.0394913022351489,0.5552099533437014,0.5746928217288209,0.5135443864229765,0.35551245710875723,0.037781538282778714,0.06090372803016481,0.046932339047672446,0.001598882068516169,0.0018837719934612074,6.105214136836306e-05,0.0003998611008807467,0.00010721561059290233,0.0,0.0,0.0,0.00010298661174047374,0.0,0.0,8.111615833874107e-05,0.0,0.0,6.734006734006734e-05,0.0,0.0,5.1076435886303855e-05,0.0,0.0,0.0,0.0,0.0,0.039481384296643086,0.04203714121016624,0.03794273089279097,0.057072248652077384,0.03981501675950896,0.03910430695864993,0.002614683878126143,0.0915274185410415,0.0006058007828933398,0.006002452499590803,1.9113058519406922e-05,2.114468887704786e-06,0.03656011697058531,0.05480287469373187,0.0037945980478431202,0.05479390398084615,0.003798990141861024,0.011012997321162813,0.0005913161006926846,0.0014018691588785046,0.0,0.0,0.0,0.04396350080197892,0.053172361240973465,0.051957069724742094,0.04983055273818272,0.05593870648817929,0.04585502724210704,0.04506208976749776,0.010793767972115455,0.052043070486526746,0.0320626877852903,0.03823197417794835,0.08680653054675277,0.11830458983483895,0.0376249265138154,0.004459601259181532,0.0035566093657379964
367,0.019261637239165328,0.033216783216783216,0.0034129692832764505,0.015487159380513624,0.007254464285714286,0.010863044782347878,0.01903165880717617,0.0,0.004587765957446808,0.0,0.0,0.23371743486973948,0.05242659571019298,0.5132192846034215,0.576525113170942,0.5110966057441254,0.39131732060271524,0.0393736410574628,0.06935230797299763,0.08047265948052312,0.0010587771338431467,0.0031194683845506515,7.525031377961029e-05,2.1045321098986666e-05,0.0,0.0,0.0,0.0,0.0,0.000902213894093969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05450906725264768,0.057831229795853374,0.05362458072602556,0.07425867427846496,0.05580082570196213,0.05304909889940776,0.024355015353974142,0.08549401173752556,0.0006258338775657386,0.008323472353031144,9.556529259703461e-05,3.1717033315571795e-06,0.057744920781117294,0.08575641854810791,0.004130436703882472,0.08567505364179774,0.004121689171232963,0.024307967060224228,0.0006757898293630681,0.006697819314641745,0.0024691358024691358,0.0008894536213468869,0.005103900838497995,0.06361539169195832,0.07901122803125149,0.06588723606205361,0.0642237007524916,0.09129772791292388,0.06823044222314945,0.05735016457762287,0.015912712709172768,0.05201026948397293,0.03284376579766809,0.02372915793957783,0.10032492278069718,0.16703166347294462,0.10214579659024103,0.004853095487932843,0.00863747988822085
430,0.014446227929373997,0.01048951048951049,0.0034129692832764505,0.041168398353264066,0.0,0.007602827260634829,0.005272137564900338,0.0,0.002194148936170213,0.0,0.03253796095444685,0.13827655310621242,0.02477071559834972,0.5567651632970451,0.5648846734209959,0.36227154046997395,0.24735193197075933,0.022095370417296565,0.03933953658091589,0.0294192680225957,0.0004372278042591132,0.0008366946209725003,0.0,1.0522660549493333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02476336708677865,0.026857043124662323,0.024805440352744842,0.036761433555344114,0.025200074923857348,0.024269792129258446,0.016546570467189242,0.033104495844066176,0.0008061317296173278,0.0016657677745846985,4.7782646298517306e-06,3.1717033315571795e-06,0.021876150447559566,0.035114496646816824,0.0018995084887639244,0.03511942269736621,0.0019013933005150529,0.0052584581803750375,0.00033789491468153406,0.0012461059190031153,0.0,0.0,0.0,0.027331382121023432,0.046321241607370195,0.030224493130222355,0.026675796979101503,0.027240742547734818,0.021279683616639154,0.01963882093411855,0.0028059155197298186,0.02914665239413104,0.061331327254657377,0.005048508840375275,0.05511653094789201,0.0900173373482982,0.056290417401528514,0.0015739769150052466,0.005504276399356423
87,0.0754414125200642,0.050699300699300696,0.0034129692832764505,0.2413252303469908,0.04631696428571429,0.4525051511436843,0.11063044805591281,0.15481171548117154,0.07074468085106383,0.004479756571718367,0.18635377637546835,0.11748496993987977,0.111496098371651,0.5381026438569206,0.5271610260832076,0.5546671018276762,0.48485752648068026,0.006430216330672824,0.05549838837195159,0.1960835984917509,0.0002571928260347725,0.0012308600059971176,0.004211177937175927,0.008439173760693653,0.01576069475715664,0.0005566850614773937,0.0015030277176974016,0.014254975793437331,0.005973223480947477,0.007668818099798737,0.0068328716528162515,0.019792342634652824,0.017126953543138514,0.011020408163265306,0.0018181818181818182,0.0032369942196531793,0.0016877856252596594,0.00477564675536941,0.0047425474254742545,0.0017018720592651916,0.0,0.013392857142857142,0.0,0.10845679727203718,0.11436981141521681,0.10952982303746733,0.10844478274659054,0.1081060600229048,0.10885320674341123,0.0037559375687368163,0.2500239530498978,0.002038567713863302,0.006538567836836329,0.00032492199482991765,2.114468887704786e-06,0.08412639977266816,0.002887575107814433,0.1187921928875433,0.002850371293946303,0.11876906138874477,0.0002976485762476436,0.030917384693360365,0.009034267912772585,0.012345679012345678,0.009911054637865312,0.00984323733138899,0.12504812725356929,0.10143526515691774,0.0013041296466304636,0.0,0.00026143453918480293,0.0,0.0007288714511132735,0.00046857352515377833,0.05971908133698009,0.04600254290031608,0.054256855999594296,0.029363392033374784,0.1966420293822429,0.395870076425632,0.0015739769150052466,0.017698365653315267
156,0.014446227929373997,0.006993006993006993,0.0,0.0,0.0,0.004746876711614199,0.018046516058909372,0.009666714759774923,0.005019946808510639,0.0,0.020114375862748966,0.19514028056112223,0.04662312161687627,0.5132192846034215,0.4980599267083423,0.5332898172323761,0.4065343875876473,0.024625676612776624,0.0519722678343368,0.08482639716292174,0.0009859058331332944,0.0010349864097578905,0.0003904497413092987,0.00043142908252922666,0.00010721561059290233,0.0,0.0003799227490410283,0.0009413663259817106,0.00010298661174047374,0.0010236657644527726,0.0,0.0012167423750811162,0.0,0.0,6.734006734006734e-05,0.0,0.0,0.0007661465382945578,0.0,0.0,0.0,0.0,0.0,0.046574109402403197,0.04901076604180559,0.047207476000179396,0.05881941008563273,0.04749300154722897,0.04553556117212194,0.055041599592934476,0.012602809570597765,0.0014103298649368757,0.0018326665432367092,0.00024369149612243825,0.0002484500943053124,0.039010470973654836,0.05356840949894131,0.008363771341852188,0.05356185567702868,0.008178205793396691,0.010616132552832622,0.02711606690319311,0.0010903426791277258,0.0003527336860670194,0.0003811944091486658,0.0,0.05172082615328658,0.06333926298051272,0.05065294007811163,0.052722240104947984,0.06568450742602967,0.048642732313795206,0.03849255426796881,0.008832168898653294,0.051217169246945804,0.12330164500734427,0.019926015777320668,0.07645713827269446,0.1304407336435806,0.10449735449735449,0.004459601259181532,0.005419595223981709
331,0.02247191011235955,0.10839160839160839,0.05460750853242321,0.0,0.0,0.002751623588325813,0.018676574388020666,0.0011542345981820806,0.026230053191489362,0.05079874904910828,0.0,0.19777054108216433,0.0433074344747011,0.7091757387247278,0.4088165552920888,0.5869778067885117,0.4650156646277786,0.05894735801175041,0.0030748646840600864,0.01995206122706438,0.05168718493878811,0.04540640143930821,0.0008320129032990874,0.00045247440362821334,0.0021443122118580465,2.4203698325104077e-05,9.331435941358591e-05,0.0012103281334050564,0.0,0.003782358248317024,0.00012311480455524777,0.00016223231667748214,0.04945407835581246,0.0,0.00013468013468013467,0.0,5.19318653926049e-05,5.1076435886303855e-05,0.0,0.0017018720592651916,0.0,0.0,0.0,0.04331544919866274,0.047987912105486766,0.045967770489249354,0.05216923564858864,0.04142656392861022,0.04545030089531024,0.0539777618632207,0.0067996919563427785,0.001087396378817807,0.001471499754481715,0.00024369149612243825,1.4801282213933505e-05,0.04180354770223705,0.06190708770875209,0.004401885241658639,0.06185970772105996,0.004388074056263525,0.012699672586566128,0.0028721067747930393,0.009813084112149532,0.00047031158142269255,0.0005082592121982211,0.0,0.04888919743332672,0.05004609013063713,0.051499992219957366,0.0681326790280165,0.05472819092822149,0.06682510023039384,0.06604234432972904,0.012062452893994081,0.03277686634006499,0.05250217107889094,0.06339572237214045,0.1106743150547555,0.009216169358518113,0.029541446208112873,0.13064008394543547,0.1001778304682869
297,0.10272873194221509,0.40034965034965037,0.17747440273037543,0.053714957851401686,0.007254464285714286,0.06083565895516549,0.10168621796120919,0.015726446400230847,0.0705784574468085,0.020454737553883863,0.0,0.38351703406813625,0.1330605509509138,0.7465007776049767,0.40860099159301577,0.8040143603133159,0.7407131135312547,0.08241480457803714,0.020074195706379614,0.18328590852385024,0.07306848187647885,0.08711538647553273,0.0041387672578785655,0.0061873244031020805,0.013187520102926986,0.0013917126536934844,0.0013697214899637074,0.019903173749327596,0.01132852729145211,0.006783954472898882,0.0016620498614958448,0.005029201817001947,0.10233354742025262,0.012857142857142857,0.003501683501683502,0.0018497109826589595,0.0008309098462816784,0.004086114870904308,0.0,0.0,0.0,0.0,0.0,0.13325601370515971,0.12948037490273848,0.12374300423227719,0.12780310815096732,0.12512078906111682,0.14245058915624612,0.16669700897577192,0.004110577050747537,0.002260534402833481,0.004790155655909478,0.0008983137504121253,0.00021990476432129778,0.14541974909064995,0.20761893132884812,0.011392632002898818,0.2074355525877717,0.011274850988977613,0.05704931044746503,0.0016894745734076701,0.01588785046728972,0.024456202233980012,0.026429479034307497,0.0,0.1499558975477248,0.0887792982678563,0.11778498296170663,0.1754606657637577,0.19258796259645,0.3235382689621392,0.3484625852450055,0.08816365593441738,0.0802678175667339,0.12864150668567625,0.1568858577579483,0.19102250391110753,0.05465827174012228,0.1884920634920635,0.21537250786988457,0.22542128884748922
448,0.0016051364365971107,0.022727272727272728,0.006825938566552901,0.0,0.0,0.0,0.0007448112206676454,0.0010099552734093205,0.00824468085106383,0.0,0.0,0.03469438877755511,0.003847007095859255,0.4432348367029549,0.3552489760724294,0.7106723237597911,0.6022676413546174,0.005110056576509315,0.0011749680715197957,0.005357368133331464,0.0037335825246047802,0.006168809185262567,0.0003663128482101784,8.418128439594667e-05,0.00010721561059290233,0.00014522218995062446,2.666124554673883e-05,0.0,0.0,0.002828093552640711,0.0,0.00024334847501622324,0.01198886748019696,0.0,0.0,0.0,0.0,0.00020430574354521542,0.0,0.0,0.0,0.0,0.0,0.00383951037235037,0.0034009371873116047,0.003865936187740323,0.0031994925467808437,0.004636726203763812,0.0029384828736077296,0.006304921254529092,0.0,0.00022677463169155446,0.00013201638935175122,0.0001099000864865898,4.757554997335769e-05,0.00505277703004203,0.012268839683225497,0.0,0.012223746421081058,0.0,0.006845917253695803,0.0,0.003426791277258567,0.0,0.0,0.0,0.0038886182026642907,0.004606041636952399,0.00846176887049341,0.008000157907842554,0.00650640606675418,0.009046435547170268,0.012235735636773892,0.004947650170078928,0.0009253076941436123,0.004810757508985522,0.003536563177452699,0.017289101046973405,0.003467469659640478,0.007128159905937684,0.019018887722980063,0.01752900330256584
245,0.012841091492776886,0.10314685314685315,0.040955631399317405,0.0,0.0,0.0011606374377298454,0.018410261073654035,0.0,0.02549867021276596,0.0,0.0,0.1373997995991984,0.035918354893215224,0.6485225505443235,0.4311273981461522,0.7003916449086162,0.5973444726241982,0.03902258734006351,0.005124369032415009,0.031849847913542,0.03211481087754192,0.032621417447742856,0.003241442761487741,0.0017888522934138668,0.0046102712554948,0.0008350275922160906,0.0008964843815090931,0.005782678859601937,0.0032955715756951597,0.016708307307932543,0.0003077870113881194,0.0072193380921479556,0.11175337186897881,0.00040816326530612246,0.0,0.0023121387283236996,0.0,0.0005363025768061905,0.0,0.00030033036339973974,0.0,0.0,0.0,0.03594800011471791,0.03997544037999267,0.03887605069290852,0.0375023152553124,0.03529101845983577,0.03669053245526204,0.04661371215849827,0.0005366332952704676,0.0010946082928998705,0.0007475562210040222,0.0004204872874269523,8.775045883974863e-05,0.03641440307006932,0.05353687696407438,0.004783175745883767,0.05350072350928201,0.004783538553042862,0.009227105863676952,0.0010981584727149855,0.010124610591900311,0.00047031158142269255,0.0005082592121982211,0.0,0.03978313774360696,0.03306306556156004,0.04473232763315543,0.05363628357819171,0.049496738512069254,0.05929890124509431,0.06377237499660765,0.0192081991525892,0.02706771828636065,0.06111810911900609,0.004713857516024979,0.0822736571864094,0.017702345104480335,0.04225455614344503,0.06400839454354669,0.0423405876873571
